Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
817,The Dark Hills of Cherai,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02
818,FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
819,Joint Operations: Combined Arms,2009.0,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02
820,Drakensang: The Dark Eye,2009.0,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
821,DuckTales: Remastered,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02
822,Contrast,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
823,Elven Legacy,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
824,Majesty 2: The Fantasy Kingdom Sim,2009.0,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
825,Command & Conquer Collection,2003.0,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02
826,Worldwide Soccer Manager 2006,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.02
827,Enemy Territory: Quake Wars,2007.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.02
828,The Sims 4: Luxury Party Stuff,2015.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
829,Evil Genius,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02
830,Pillars of Eternity,2014.0,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
831,RollerCoaster Tycoon: Gold Edition,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02
832,Guild Wars: Factions,2006.0,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.02
833,Imperium Romanum,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
834,Ship Simulator 2008,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.02
835,Sengoku,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
836,IGT Slots: Lucky Larry's Lobstermania,2011.0,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02
837,You Don't Know Jack,1995.0,Misc,Vivendi Games,0.01,0.0,0.0,0.0,0.02
838,Turok,2008.0,Action,Touchstone,0.0,0.01,0.0,0.0,0.01
839,Football Manager Live,2009.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
840,Mortal Kombat,1994.0,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01
841,Serious Sam II,2005.0,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
842,Neverwinter Nights 2: Mask of the Betrayer,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01
843,Call of Juarez,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01
844,Codename: Panzers Phase Two,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01
845,Rise of Flight: Iron Cross Edition,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01
846,Unreal Tournament 2003,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.01
847,The Last Remnant,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01
848,Impossible Creatures,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01
849,Guitar Hero III: Legends of Rock,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
850,Blitzkrieg 2 Anthology,2008.0,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01
851,Rayman Raving Rabbids,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
852,Coronation Street: The Mystery of the Missing Hotpot Recipe,2011.0,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01
853,Battle Worlds: Kronos,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
854,Digger Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01
855,IL-2 Sturmovik,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01
856,East India Company,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01
857,Empire Deluxe,1992.0,Strategy,New World Computing,0.01,0.0,0.0,0.0,0.01
858,Virtua Tennis 3,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
859,Grand Theft Auto III,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
860,Paranormal Pursuit: The Gifted One,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.01
861,Brain Exercise With Dr. Kawashima,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
862,Football Manager 2005,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
863,Theatre Of War,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
864,Voodoo Chronicles: First Sign,2011.0,Adventure,ValuSoft,0.01,0.0,0.0,0.0,0.01
865,BlazBlue: Calamity Trigger,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01
866,Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01
867,Mystery Legends: Beauty and the Beast,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01
868,Raven Squad: Operation Hidden Dagger,2009.0,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
869,Tiger Woods PGA Tour 2005,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
870,Deus Ex,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
871,Dark Parables: The Exiled Prince,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
872,Rail Simulator,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01
873,BattleForge,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
874,Jewel Quest II,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
875,Sonic & All-Stars Racing Transformed,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
876,Legoland,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01
877,Spider-Man: Friend or Foe,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
878,Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01
879,F.E.A.R. Perseus Mandate,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
880,Valentino Rossi: The Game,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
881,FlatOut: Ultimate Carnage,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01
882,Conflict: Denied Ops,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
883,Championship Manager 2010,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
884,Battlestations: Midway,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
885,Farming Simulator 15 Expansion Pack,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
886,The Chronicles of Riddick: Assault on Dark Athena,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
887,War for the Overworld,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
888,TimeShift,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
889,The Train Giant,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01
890,MXGP 2,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01
891,Command & Conquer Renegade,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
892,Cities: Skylines Snowfall,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01
893,Dungeons & Dragons: Neverwinter Nights - Complete,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
894,Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,0.01
895,Monster Jam,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01
896,Icewind Dale II,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01
897,Act of Aggression,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
898,Fallout Anthology,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01
899,Tropico 3: Gold Edition,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
900,Gobliiins 4,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01
901,Colin McRae Rally 04,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01
902,Grand Prix Legends,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01
903,Poker for Dummies,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01
904,TrackMania Turbo,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
905,Alone in the Dark,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
906,The Technomancer,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
907,Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
908,The Amazing Spider-Man 2 (2014),2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01
909,Sega Rally Revo,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
910,Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
911,Clive Barker's Jericho,2007.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
912,Worms 2,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
913,Madagascar: Escape 2 Africa,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
914,Legacy of Kain: Defiance,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
915,King's Bounty: Armored Princess,2009.0,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01
916,Rugby World Cup 2015,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
917,Total War Attila: Tyrants & Kings,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01
918,Agatha Christie: Peril at End House,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01
919,Hospital Tycoon,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
920,Summer Athletics,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
921,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
922,The Rise of the Argonauts,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
923,Trine,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
924,Pony Friends 2,2009.0,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
925,Deal or No Deal,2006.0,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
926,STORM: Frontline Nation,2011.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
927,Patrician IV: Gold Edition,2011.0,Misc,Kalypso Media,0.0,0.01,0.0,0.0,0.01
928,Transformers: Fall of Cybertron,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
929,Spore Galactic Adventures,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
930,15 Days,2009.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
931,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01
932,Bookworm Deluxe,2006.0,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01
933,Codename: Panzers Complete Collection,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
934,Pro Evolution Soccer 2008,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
935,End of Nations,2012.0,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01
936,Damnation,2009.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
937,Breach,2011.0,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01
938,Myst IV: Revelation,2004.0,Adventure,Ubisoft,0.01,0.0,0.0,0.0,0.01
